State1,State2,State2Abbr,State1Abbr,dyadid,S1region,S2region,Border,Distance,State1_Lat,State1_Long,State2_Lat,State2_Long,ACS_Migration,PopDif,State1_Pop,State2_Pop,IncomingFlights,IRS_migration,Income,IRS_migration_2010,Income_2010,Imports,GSPDif,S1GSP,S2GSP,DemDif,S1AvgDem,S2AvgDem,S1SenDemProp,S1HSDemProp,S2SenDemProp,S2HSDemProp,IdeologyDif,PIDDif,S1Ideology,S1PID,S2Ideology,S2PID,policy_diffusion_tie,policy_diffusion_2015,LibDif,ELibDif,SLibDif,S1EconomicLiberalism,S1SocialLiberalism,S2EconomicLiberalism,S2SocialLiberalism,MassSocLibDif,MassEconLibDif,PolSocLibDif,PolEconLibDif,State1PolSocLib,State1PolEconLib,State1MassSocLib,State1MassEconLib,State2PolSocLib,State2PolEconLib,State2MassSocLib,State2MassEconLib,RaceDif,LatinxDif,WhiteDif,BlackDif,AsianDif,NativeDif,S1Latinx,S1White,S1Black,S1Asian,S1Native,S2Latinx,S2White,S2Black,S2Asian,S2Native,ReligDif,ChristianDif,EvangelicalDif,MainlineDif,BPDif,CatholicDif,MormonDif,JewishDif,MuslimDif,BuddhistDif,HinduDif,NonesDif,NPDif,ReligiosityDif,S1Christian,S1Evangelical,S1Mainline,S1BlackProt,S1Catholic,S1Mormon,S1Jewish,S1Muslim,S1Buddhist,S1Hindu,S1Nones,S1NothingParticular,S1HighlyReligious,S2Christian,S2Evangelical,S2Mainline,S2BlackProt,S2Catholic,S2Mormon,S2Jewish,S2Muslim,S2Buddhist,S2Hindu,S2Nones,S2NothingParticular,S2HighlyReligious
Arkansas,Oregon,OR,AR,AR-OR,South,West,0,2837.176053,34.736009,-92.331122,44.931109,-123.029159,749,-1133653,2968395,4102048,0,"6,923","$110,523 ",380,"$6,728 ",94026446.1,-107503,121383,228886,-0.25452381,0.337142855,0.591666665,0.31428571,0.36,0.6,0.58333333,0.05301098,-0.07542858,0.08450704,-0.17142858,0.03149606,-0.096,1,0,41.59232,-3.476759,-38.115561,-0.01684154,-0.26355514,0.01792605,0.11760047,-2.100754915,-0.182147325,-2.840746328,-2.271999631,-1.849832972,-1.139212707,-0.018473531,-0.375120568,0.990913356,1.132786924,2.082281384,-0.192973243,25.4,-5.7,-3.3,13.4,-2.7,-0.3,0.074,0.723,0.152,0.016,0.006,0.131,0.756,0.018,0.043,0.009,50,18,17,3,7,-4,-3,-2,1,0,0,-13,-5,22,0.79,0.46,0.16,0.08,0.08,0.01,0,0.02,0,0,0.18,0.13,0.7,0.61,0.29,0.13,0.01,0.12,0.04,0.02,0.01,0,0,0.31,0.18,0.48
California,Oregon,OR,CA,CA-OR,West,West,1,721.4113045,38.555605,-121.468926,44.931109,-123.029159,20548,34983936,39085984,4102048,0,"254,754","$6,138,513 ","14,185","$294,405 ",27016487050,2393845,2622731,228886,0.045833335,0.6375,0.591666665,0.625,0.65,0.6,0.58333333,0.1483285,0.03825352,0.17982456,-0.05774648,0.03149606,-0.096,16,0,6.581688,-2.517846,4.063842,-0.00725241,0.15823889,0.01792605,0.11760047,0.209803272,0.211878545,1.641657772,0.42604505,2.632571128,1.558831974,2.292084656,0.018905302,0.990913356,1.132786924,2.082281384,-0.192973243,78.9,26,-38.6,3.7,10.1,-0.5,0.391,0.37,0.055,0.144,0.004,0.131,0.756,0.018,0.043,0.009,40,2,-9,-3,1,16,-3,0,0,2,2,-4,0,1,0.63,0.2,0.1,0.02,0.28,0.01,0.02,0.01,0.02,0.02,0.27,0.18,0.49,0.61,0.29,0.13,0.01,0.12,0.04,0.02,0.01,0,0,0.31,0.18,0.48
Colorado,Oregon,OR,CO,CO-OR,West,West,0,1589.162986,39.7391667,-104.984167,44.931109,-123.029159,4359,1440234,5542282,4102048,0,"40,227","$1,038,647 ","2,169","$47,882 ",1030995970,93758,322644,228886,-0.08727106,0.504395605,0.591666665,0.48571429,0.52307692,0.6,0.58333333,0.09350394,0.11092537,0.125,0.01492537,0.03149606,-0.096,44,0,16.138157,-13.642698,-2.495459,-0.11850093,0.09264588,0.01792605,0.11760047,0.034310736,-0.29049539,-0.500323162,-1.636582825,0.490590194,-0.503795901,2.11659212,-0.483468633,0.990913356,1.132786924,2.082281384,-0.192973243,19.4,8.4,-7.4,2.1,-1.2,-0.3,0.215,0.682,0.039,0.031,0.006,0.131,0.756,0.018,0.043,0.009,27,3,-3,2,1,4,-2,-1,-1,1,0,-12,2,-1,0.64,0.26,0.15,0.02,0.16,0.02,0.01,0,0.01,0,0.19,0.2,0.47,0.61,0.29,0.13,0.01,0.12,0.04,0.02,0.01,0,0,0.31,0.18,0.48
Connecticut,Oregon,OR,CT,CT-OR,Northeast,West,0,4025.427112,41.767,-72.677,44.931109,-123.029159,579,-545751,3556297,4102048,0,"3,925","$123,438 ",228,"$4,813 ",468229461.1,31032,259918,228886,-0.025809415,0.56585725,0.591666665,0.55555556,0.57615894,0.6,0.58333333,0.05492369,0.28021052,0.08641975,0.18421052,0.03149606,-0.096,56,1,20.751112,7.511859,13.239253,0.09304464,0.249993,0.01792605,0.11760047,0.594920881,0.069287047,1.29188377,0.608589452,2.282797126,1.741376376,2.677202265,-0.123686196,0.990913356,1.132786924,2.082281384,-0.192973243,20.9,3,-8.9,8.1,0.2,-0.7,0.161,0.667,0.099,0.045,0.002,0.131,0.756,0.018,0.043,0.009,59,9,-16,4,4,21,-3,1,0,1,1,-8,-4,-5,0.7,0.13,0.17,0.05,0.33,0.01,0.03,0.01,0.01,0.01,0.23,0.14,0.43,0.61,0.29,0.13,0.01,0.12,0.04,0.02,0.01,0,0,0.31,0.18,0.48
Delaware,Oregon,OR,DE,DE-OR,South,West,0,3921.801494,39.161921,-75.526755,44.931109,-123.029159,104,-3149599,952449,4102048,0,707,"$17,234 ",32,$956 ,37233645.4,-157433,71453,228886,-0.00107433,0.590592335,0.591666665,0.57142857,0.6097561,0.6,0.58333333,0.20659918,-0.04685715,0.23809524,-0.14285715,0.03149606,-0.096,45,1,5.379583,-4.215682,1.163901,-0.02423077,0.12923948,0.01792605,0.11760047,-0.579041098,-0.011726323,0.081089468,-0.034025511,1.072002824,1.098761413,1.503240286,-0.204699566,0.990913356,1.132786924,2.082281384,-0.192973243,37.9,-3.8,-13.4,19.7,-0.3,-0.7,0.093,0.622,0.215,0.04,0.002,0.131,0.756,0.018,0.043,0.009,56,8,-14,8,9,10,-4,1,0,0,2,-8,0,4,0.69,0.15,0.21,0.1,0.22,0,0.03,0.01,0,0.02,0.23,0.18,0.52,0.61,0.29,0.13,0.01,0.12,0.04,0.02,0.01,0,0,0.31,0.18,0.48
District of Columbia,Oregon,OR,DC,DC-OR,South,West,0,NA,NA,NA,NA,NA,37,-3417238,684810,4102048,0,"2,164","$75,571 ",181,"$7,335 ",32888864.6,-102372,126514,228886,NA,NA,0.591666665,NA,NA,0.6,0.58333333,0.60183727,0.46637036,0.63333333,0.37037036,0.03149606,-0.096,NA,NA,NA,NA,NA,NA,NA,0.01792605,0.11760047,NA,NA,NA,NA,NA,NA,NA,NA,0.990913356,1.132786924,2.082281384,-0.192973243,85.7,-2.1,-39.1,43.5,-0.3,-0.7,0.11,0.365,0.453,0.04,0.002,0.131,0.756,0.018,0.043,0.009,51,4,-15,2,11,7,-3,2,1,2,1,-7,-2,5,0.65,0.14,0.15,0.12,0.19,0.01,0.04,0.02,0.02,0.01,0.24,0.16,0.53,0.61,0.29,0.13,0.01,0.12,0.04,0.02,0.01,0,0,0.31,0.18,0.48
Florida,Oregon,OR,FL,FL-OR,South,West,0,3729.508998,30.4518,-84.27277,44.931109,-123.029159,3231,16670323,20772371,4102048,0,"30,516","$765,417 ","1,687","$35,741 ",3215531898,697163,926049,228886,-0.254166665,0.3375,0.591666665,0.35,0.325,0.6,0.58333333,-0.03604151,-0.03974661,-0.00454545,-0.13574661,0.03149606,-0.096,6,0,12.447916,-0.67177,-11.776146,0.01120835,-0.00016099,0.01792605,0.11760047,-0.395533102,-0.194813141,-1.781241357,-2.252795654,-0.790328001,-1.12000873,1.686748282,-0.387786384,0.990913356,1.132786924,2.082281384,-0.192973243,50.1,12.5,-21.8,13.6,-1.5,-0.7,0.256,0.538,0.154,0.028,0.002,0.131,0.756,0.018,0.043,0.009,34,9,-5,1,7,9,-3,1,-1,0,0,-7,-1,6,0.7,0.24,0.14,0.08,0.21,0.01,0.03,0,0,0,0.24,0.17,0.54,0.61,0.29,0.13,0.01,0.12,0.04,0.02,0.01,0,0,0.31,0.18,0.48
Georgia,Oregon,OR,GA,GA-OR,South,West,0,3511.809354,33.76,-84.39,44.931109,-123.029159,718,6197449,10299497,4102048,0,"13,372","$330,585 ",685,"$14,995 ",1135105639,302416,531302,228886,-0.270436505,0.32123016,0.591666665,0.30357143,0.33888889,0.6,0.58333333,-0.03149606,-0.18789829,0,-0.28389829,0.03149606,-0.096,20,0,38.811136,-12.396581,-26.414555,-0.10603976,-0.14654508,0.01792605,0.11760047,-1.157275704,-0.077701681,-2.88727113,-2.557586799,-1.896357774,-1.424799875,0.92500568,-0.270674924,0.990913356,1.132786924,2.082281384,-0.192973243,56.9,-3.5,-23,29.3,-0.4,-0.7,0.096,0.526,0.311,0.039,0.002,0.131,0.756,0.018,0.043,0.009,47,18,9,-1,16,-3,-3,-1,-1,0,0,-13,-5,18,0.79,0.38,0.12,0.17,0.09,0.01,0.01,0,0,0,0.18,0.13,0.66,0.61,0.29,0.13,0.01,0.12,0.04,0.02,0.01,0,0,0.31,0.18,0.48
Hawaii,Oregon,OR,HI,HI-OR,West,West,0,4122.744653,21.30895,-157.826182,44.931109,-123.029159,1103,-2691298,1410750,4102048,0,"16,599","$382,613 ","1,116","$21,876 ",197644078.9,-144215,84671,228886,0.319705885,0.91137255,0.591666665,0.96,0.8627451,0.6,0.58333333,0.10643497,-0.104,0.13793103,-0.2,0.03149606,-0.096,22,0,NA,NA,NA,NA,NA,0.01792605,0.11760047,0.403031945,0.07124322,1.395209813,0.428092231,2.386123169,1.560879155,2.485313329,-0.121730023,0.990913356,1.132786924,2.082281384,-0.192973243,90.4,-2.6,-53.8,-0.2,33,-0.8,0.105,0.218,0.016,0.373,0.001,0.131,0.756,0.018,0.043,0.009,32,2,-4,-2,1,8,-1,-2,-1,8,0,-5,2,-1,0.63,0.25,0.11,0.02,0.2,0.03,0,0,0.08,0,0.26,0.2,0.47,0.61,0.29,0.13,0.01,0.12,0.04,0.02,0.01,0,0,0.31,0.18,0.48
Idaho,Oregon,OR,ID,ID-OR,West,West,1,560.6558076,43.613739,-116.237651,44.931109,-123.029159,3866,-2407866,1694182,4102048,0,"73,652","$1,362,154 ","3,663","$65,185 ",2543013870,-160509,68377,228886,-0.391666665,0.2,0.591666665,0.2,0.2,0.6,0.58333333,-0.11312871,-0.12848979,-0.08163265,-0.22448979,0.03149606,-0.096,43,1,39.899959,-20.437486,-19.462473,-0.18644881,-0.07702426,0.01792605,0.11760047,-1.206329298,-0.750844524,-2.260591024,-2.783728639,-1.269677668,-1.650941715,0.875952086,-0.943817767,0.990913356,1.132786924,2.082281384,-0.192973243,11.5,-0.7,6.4,-1.2,-3,0.2,0.124,0.82,0.006,0.013,0.011,0.131,0.756,0.018,0.043,0.009,35,6,-8,3,-1,-2,15,-2,0,0,0,-4,4,3,0.67,0.21,0.16,0,0.1,0.19,0,0.01,0,0,0.27,0.22,0.51,0.61,0.29,0.13,0.01,0.12,0.04,0.02,0.01,0,0,0.31,0.18,0.48
Illinois,Oregon,OR,IL,IL-OR,Midwest,West,0,2784.201263,39.78325,-89.650373,44.931109,-123.029159,962,8557280,12659328,4102048,0,"16,115","$439,435 ",907,"$21,570 ",2105285601,567126,796012,228886,0.03968927,0.631355935,0.591666665,0.66101695,0.60169492,0.6,0.58333333,0.09053784,-0.08400001,0.1220339,-0.18000001,0.03149606,-0.096,12,0,7.872124,0.644856,-7.227268,0.02437461,0.04532779,0.01792605,0.11760047,-0.213847752,0.031778025,0.009403515,-0.461055105,1.000316871,0.671731819,1.868433632,-0.161195218,0.990913356,1.132786924,2.082281384,-0.192973243,32.6,4.1,-14.4,12.2,1.1,-0.8,0.172,0.612,0.14,0.054,0.001,0.131,0.756,0.018,0.043,0.009,49,10,-9,3,6,16,-4,0,0,1,1,-9,-3,3,0.71,0.2,0.16,0.07,0.28,0,0.02,0.01,0.01,0.01,0.22,0.15,0.51,0.61,0.29,0.13,0.01,0.12,0.04,0.02,0.01,0,0,0.31,0.18,0.48
Indiana,Oregon,OR,IN,IN-OR,Midwest,West,0,3059.833552,39.790942,-86.147685,44.931109,-123.029159,668,2489550,6591598,4102048,0,"8,428","$176,492 ",396,"$7,845 ",613233440.4,118363,347249,228886,-0.341666665,0.25,0.591666665,0.2,0.3,0.6,0.58333333,-0.00475809,-0.22860734,0.02673797,-0.32460734,0.03149606,-0.096,11,0,38.372038,-9.32095,-29.051088,-0.07528345,-0.17291041,0.01792605,0.11760047,-1.279552941,-0.345336812,-1.686116246,-1.456929685,-0.69520289,-0.324142761,0.802728443,-0.538310055,0.990913356,1.132786924,2.082281384,-0.192973243,20.1,-6.2,3.6,7.4,-2.1,-0.8,0.069,0.792,0.092,0.022,0.001,0.131,0.756,0.018,0.043,0.009,25,11,2,3,4,6,-3,-1,-1,0,0,-5,1,6,0.72,0.31,0.16,0.05,0.18,0.01,0.01,0,0,0,0.26,0.19,0.54,0.61,0.29,0.13,0.01,0.12,0.04,0.02,0.01,0,0,0.31,0.18,0.48
Iowa,Oregon,OR,IA,IA-OR,Midwest,West,0,2399.349475,41.590939,-93.620866,44.931109,-123.029159,707,-995168,3106880,4102048,0,"7,196","$152,470 ",400,"$6,908 ",822856181.9,-43703,185183,228886,-0.116666665,0.475,0.591666665,0.52,0.43,0.6,0.58333333,0.0472441,-0.05479366,0.07874016,-0.15079366,0.03149606,-0.096,47,1,36.40153,-18.930003,-17.471527,-0.17137398,-0.0571148,0.01792605,0.11760047,-0.490701025,-0.422040436,-0.108113412,-1.036119005,0.882799944,0.096667919,1.591580359,-0.615013679,0.990913356,1.132786924,2.082281384,-0.192973243,21.4,-7.2,10.3,1.5,-1.7,-0.7,0.059,0.859,0.033,0.026,0.002,0.131,0.756,0.018,0.043,0.009,41,16,-1,17,1,6,-4,-2,0,0,0,-10,-2,7,0.77,0.28,0.3,0.02,0.18,0,0,0.01,0,0,0.21,0.16,0.55,0.61,0.29,0.13,0.01,0.12,0.04,0.02,0.01,0,0,0.31,0.18,0.48
Kansas,Oregon,OR,KS,KS-OR,Midwest,West,0,2342.699639,39.04,-95.69,44.931109,-123.029159,333,-1225123,2876925,4102048,0,"7,992","$159,228 ",570,"$11,483 ",2292136923,-78310,150576,228886,-0.379666665,0.212,0.591666665,0.2,0.224,0.6,0.58333333,-0.10758301,-0.22984271,-0.07608695,-0.32584271,0.03149606,-0.096,14,1,29.225138,-12.739532,-16.485606,-0.10946927,-0.04725559,0.01792605,0.11760047,-1.215568927,-0.314720416,-1.839465962,-2.06602571,-0.848552606,-0.933238786,0.866712457,-0.507693659,0.990913356,1.132786924,2.082281384,-0.192973243,6.9,-1.2,0.3,3.7,-1.4,-0.3,0.119,0.759,0.055,0.029,0.006,0.131,0.756,0.018,0.043,0.009,37,15,2,11,1,6,-3,-2,0,1,0,-11,-4,7,0.76,0.31,0.24,0.02,0.18,0.01,0,0.01,0.01,0,0.2,0.14,0.55,0.61,0.29,0.13,0.01,0.12,0.04,0.02,0.01,0,0,0.31,0.18,0.48
Kentucky,Oregon,OR,KY,KY-OR,South,West,0,3234.283375,38.197274,-84.86311,44.931109,-123.029159,368,302231,4404279,4102048,0,"5,453","$107,930 ",346,"$5,885 ",259177265.7,-32205,196681,228886,-0.186929825,0.40473684,0.591666665,0.28947368,0.52,0.6,0.58333333,0.10820982,-0.17066668,0.13970588,-0.26666668,0.03149606,-0.096,41,0,46.031352,-0.175672,-45.85568,0.01616933,-0.34095633,0.01792605,0.11760047,-1.626650502,-0.202982094,-1.859560635,-1.396928189,-0.868647279,-0.264141265,0.455630882,-0.395955337,0.990913356,1.132786924,2.082281384,-0.192973243,28.4,-9.6,9,6.2,-2.9,-0.7,0.035,0.846,0.08,0.014,0.002,0.131,0.756,0.018,0.043,0.009,44,15,20,-2,4,-2,-4,-2,-1,0,0,-9,-4,15,0.76,0.49,0.11,0.05,0.1,0,0,0,0,0,0.22,0.14,0.63,0.61,0.29,0.13,0.01,0.12,0.04,0.02,0.01,0,0,0.31,0.18,0.48
Louisiana,Oregon,OR,LA,LA-OR,South,West,0,3207.924128,30.45809,-91.140229,44.931109,-123.029159,265,527914,4629962,4102048,0,"5,617","$92,984 ",454,"$7,863 ",459259131,8113,236999,228886,-0.212179485,0.37948718,0.591666665,0.35897436,0.4,0.6,0.58333333,-0.09571624,-0.34630768,-0.06422018,-0.44230768,0.03149606,-0.096,28,0,45.360243,-3.441986,-41.918257,-0.01649381,-0.3015821,0.01792605,0.11760047,-1.730881319,-0.187178286,-1.911513051,-2.079378094,-0.920599695,-0.94659117,0.351400065,-0.380151529,0.990913356,1.132786924,2.082281384,-0.192973243,58.2,-7.9,-17.1,30.3,-2.5,-0.4,0.052,0.585,0.321,0.018,0.005,0.131,0.756,0.018,0.043,0.009,68,23,-2,-5,21,14,-4,-2,-1,1,0,-18,-8,23,0.84,0.27,0.08,0.22,0.26,0,0,0,0.01,0,0.13,0.1,0.71,0.61,0.29,0.13,0.01,0.12,0.04,0.02,0.01,0,0,0.31,0.18,0.48
Maine,Oregon,OR,ME,ME-OR,Northeast,West,0,4142.388812,44.323535,-69.765261,44.931109,-123.029159,294,-2779457,1322591,4102048,0,"2,939","$71,857 ",127,"$3,220 ",109401570.9,-169591,59295,228886,-0.12241406,0.469252605,0.591666665,0.42857143,0.50993378,0.6,0.58333333,0.11850395,0.06321312,0.15000001,-0.03278688,0.03149606,-0.096,25,1,11.599702,9.084613,-2.515089,0.10877218,0.09244958,0.01792605,0.11760047,0.276282485,0.012349787,-0.092980971,0.426376759,0.897932385,1.559163683,2.358563869,-0.180623456,0.990913356,1.132786924,2.082281384,-0.192973243,33.4,-11.5,17.8,-0.6,-3.2,-0.3,0.016,0.934,0.012,0.011,0.006,0.131,0.756,0.018,0.043,0.009,37,-1,-15,8,1,9,-2,0,-1,1,0,0,6,-14,0.6,0.14,0.21,0.02,0.21,0.02,0.02,0,0.01,0,0.31,0.24,0.34,0.61,0.29,0.13,0.01,0.12,0.04,0.02,0.01,0,0,0.31,0.18,0.48
Maryland,Oregon,OR,MD,MD-OR,South,West,0,3854.595381,38.972945,-76.501157,44.931109,-123.029159,187,1885959,5988007,4102048,0,"7,086","$200,752 ",574,"$14,690 ",211074102.4,153551,382437,228886,0.0820922,0.673758865,0.591666665,0.70212766,0.64539007,0.6,0.58333333,0.19506644,-0.03514753,0.2265625,-0.13114753,0.03149606,-0.096,3,0,13.683715,8.954013,4.729702,0.10746618,0.16489749,0.01792605,0.11760047,0.028727492,0.340104634,0.946683387,-0.066660187,1.937596743,1.066126737,2.111008876,0.147131391,0.990913356,1.132786924,2.082281384,-0.192973243,58.3,-3,-24.9,27.6,2.1,-0.7,0.101,0.507,0.294,0.064,0.002,0.131,0.756,0.018,0.043,0.009,48,8,-11,5,15,3,-3,1,0,1,1,-8,-1,6,0.69,0.18,0.18,0.16,0.15,0.01,0.03,0.01,0.01,0.01,0.23,0.17,0.54,0.61,0.29,0.13,0.01,0.12,0.04,0.02,0.01,0,0,0.31,0.18,0.48
Massachusetts,Oregon,OR,MA,MA-OR,Northeast,West,0,4131.639487,42.2352,-71.0275,44.931109,-123.029159,556,2687750,6789798,4102048,0,"10,580","$359,868 ",586,"$17,541 ",441526348.1,276890,505776,228886,0.205208335,0.796875,0.591666665,0.825,0.76875,0.6,0.58333333,0.16965336,0.12424859,0.20114942,0.02824859,0.03149606,-0.096,1,0,37.459645,16.515643,20.944002,0.18308248,0.32704049,0.01792605,0.11760047,1.059756075,0.245681447,0.947676971,0.70667709,1.938590327,1.839464014,3.142037459,0.052708204,0.990913356,1.132786924,2.082281384,-0.192973243,13.7,-1.3,-4.1,5.2,2.3,-0.8,0.118,0.715,0.07,0.066,0.001,0.131,0.756,0.018,0.043,0.009,53,-3,-20,-3,1,22,-3,1,0,1,1,1,2,-15,0.58,0.09,0.1,0.02,0.34,0.01,0.03,0.01,0.01,0.01,0.32,0.2,0.33,0.61,0.29,0.13,0.01,0.12,0.04,0.02,0.01,0,0,0.31,0.18,0.48
Michigan,Oregon,OR,MI,MI-OR,Midwest,West,0,3070.837165,42.7335,-84.5467,44.931109,-123.029159,2248,5749282,9851330,4102048,0,"11,419","$278,907 ",688,"$13,161 ",467250623.9,261352,490238,228886,-0.237838915,0.35382775,0.591666665,0.28947368,0.41818182,0.6,0.58333333,0.07195222,-0.09987629,0.10344828,-0.19587629,0.03149606,-0.096,39,0,13.789706,-1.868204,-11.921502,-0.00075599,-0.00161455,0.01792605,0.11760047,-0.607728667,-0.170545666,-0.83768387,-0.774758153,0.153229486,0.358028771,1.474552717,-0.363518909,0.990913356,1.132786924,2.082281384,-0.192973243,22,-8,-0.6,11.8,-1.2,-0.4,0.051,0.75,0.136,0.031,0.005,0.131,0.756,0.018,0.043,0.009,35,9,-4,5,7,6,-4,-1,0,1,0,-7,-1,5,0.7,0.25,0.18,0.08,0.18,0,0.01,0.01,0.01,0,0.24,0.17,0.53,0.61,0.29,0.13,0.01,0.12,0.04,0.02,0.01,0,0,0.31,0.18,0.48
Minnesota,Oregon,OR,MN,MN-OR,Midwest,West,0,2345.235882,44.95,-93.094,44.931109,-123.029159,875,1408854,5510902,4102048,0,"13,935","$351,364 ",736,"$17,838 ",2490621243,110210,339096,228886,-0.07300995,0.518656715,0.591666665,0.58208955,0.45522388,0.6,0.58333333,0.03613679,-0.02381567,0.06763285,-0.11981567,0.03149606,-0.096,23,1,16.80718,-10.980432,-5.826748,-0.09187827,0.05933299,0.01792605,0.11760047,-0.322275601,-0.030453546,-0.16214484,-0.130471199,0.828768516,1.002315725,1.760005783,-0.223426789,0.990913356,1.132786924,2.082281384,-0.192973243,17.4,-7.8,4.3,4.6,0.6,0.1,0.053,0.799,0.064,0.049,0.01,0.131,0.756,0.018,0.043,0.009,52,13,-10,16,1,10,-3,-1,0,0,0,-11,-5,1,0.74,0.19,0.29,0.02,0.22,0.01,0.01,0.01,0,0,0.2,0.13,0.49,0.61,0.29,0.13,0.01,0.12,0.04,0.02,0.01,0,0,0.31,0.18,0.48
Mississippi,Oregon,OR,MS,MS-OR,South,West,0,3151.868749,32.32,-90.207,44.931109,-123.029159,0,-1155077,2946971,4102048,0,"3,118","$59,833 ",200,"$3,034 ",197539462.2,-120391,108495,228886,-0.198539305,0.39312736,0.591666665,0.38461538,0.40163934,0.6,0.58333333,-0.16136619,-0.20663159,-0.12987013,-0.30263159,0.03149606,-0.096,10,0,48.111366,-3.455617,-44.655749,-0.01663012,-0.32895702,0.01792605,0.11760047,-2.159245891,-0.23090575,-3.496298909,-2.729306073,-2.505385553,-1.596519149,-0.076964507,-0.423878993,0.990913356,1.132786924,2.082281384,-0.192973243,69.2,-10.2,-19,36.1,-3.4,-0.5,0.029,0.566,0.379,0.009,0.004,0.131,0.756,0.018,0.043,0.009,67,22,12,-1,23,-8,-3,-2,-1,0,0,-17,-7,29,0.83,0.41,0.12,0.24,0.04,0.01,0,0,0,0,0.14,0.11,0.77,0.61,0.29,0.13,0.01,0.12,0.04,0.02,0.01,0,0,0.31,0.18,0.48
Missouri,Oregon,OR,MO,MO-OR,Midwest,West,0,2639.466619,38.572954,-92.189283,44.931109,-123.029159,1382,1937829,6039877,4102048,0,"13,916","$254,369 ",822,"$13,463 ",512421210.7,70227,299113,228886,-0.321276915,0.27038975,0.591666665,0.26470588,0.27607362,0.6,0.58333333,-0.00264991,-0.17323078,0.02884615,-0.26923078,0.03149606,-0.096,12,1,37.552079,-13.675304,-23.876775,-0.11882699,-0.12116728,0.01792605,0.11760047,-1.147002332,-0.318944233,-1.971049701,-1.582184135,-0.980136345,-0.449397211,0.935279052,-0.511917476,0.990913356,1.132786924,2.082281384,-0.192973243,25.2,-8.9,3.8,9.6,-2.3,-0.6,0.042,0.794,0.114,0.02,0.003,0.131,0.756,0.018,0.043,0.009,37,16,7,3,5,4,-3,-2,-1,1,0,-11,-3,12,0.77,0.36,0.16,0.06,0.16,0.01,0,0,0.01,0,0.2,0.15,0.6,0.61,0.29,0.13,0.01,0.12,0.04,0.02,0.01,0,0,0.31,0.18,0.48
Montana,Oregon,OR,MT,MT-OR,West,West,0,873.4970549,46.595805,-112.027031,44.931109,-123.029159,1242,-3062878,1039170,4102048,0,"24,795","$468,647 ","1,222","$21,818 ",1528388224,-182659,46227,228886,-0.176666665,0.415,0.591666665,0.42,0.41,0.6,0.58333333,0.1223501,0.06968421,0.15384616,-0.02631579,0.03149606,-0.096,56,1,10.217058,-1.149322,-9.067736,0.00643283,0.02692311,0.01792605,0.11760047,-0.977816591,-0.459098898,-0.986083607,-0.598236511,0.004829749,0.534550413,1.104464793,-0.652072141,0.990913356,1.132786924,2.082281384,-0.192973243,30.1,-9.4,10.7,-1.4,-3.6,5,0.037,0.863,0.004,0.007,0.059,0.131,0.756,0.018,0.043,0.009,13,4,-1,1,-1,5,0,-2,-1,1,0,-1,3,0,0.65,0.28,0.14,0,0.17,0.04,0,0,0.01,0,0.3,0.21,0.48,0.61,0.29,0.13,0.01,0.12,0.04,0.02,0.01,0,0,0.31,0.18,0.48
Nebraska,Oregon,OR,NE,NE-OR,Midwest,West,0,2188.187436,40.809868,-96.675345,44.931109,-123.029159,850,-2207831,1894217,4102048,0,"5,815","$105,058 ",348,"$6,059 ",111316693.2,-111404,117482,228886,NA,NA,0.591666665,NA,NA,0.6,0.58333333,0.01017061,-0.08971429,0.04166667,-0.18571429,0.03149606,-0.096,10,0,NA,NA,NA,NA,NA,0.01792605,0.11760047,-1.246408087,-0.333885399,-1.011647946,-1.422248872,-0.02073459,-0.289461948,0.835873297,-0.526858642,0.990913356,1.132786924,2.082281384,-0.192973243,10.4,-2.2,3.4,2.7,-1.9,-0.2,0.109,0.79,0.045,0.024,0.007,0.131,0.756,0.018,0.043,0.009,46,14,-4,11,1,11,-3,-2,-1,1,1,-11,-3,6,0.75,0.25,0.24,0.02,0.23,0.01,0,0,0.01,0.01,0.2,0.15,0.54,0.61,0.29,0.13,0.01,0.12,0.04,0.02,0.01,0,0,0.31,0.18,0.48
Nevada,Oregon,OR,NV,NV-OR,West,West,1,696.9048262,39.160949,-119.753877,44.931109,-123.029159,3501,-1138592,2963456,4102048,0,"42,917","$1,050,335 ","1,959","$44,393 ",731600552.9,-82608,146278,228886,-0.151190475,0.44047619,0.591666665,0.47619048,0.4047619,0.6,0.58333333,0.03668576,0.056,0.06818182,-0.04,0.03149606,-0.096,0,0,12.58199,-7.453572,5.128418,-0.05660967,0.16888465,0.01792605,0.11760047,-0.018586291,-0.335199929,-0.75880832,-2.277850607,0.232105036,-1.145063683,2.063695093,-0.528173172,0.990913356,1.132786924,2.082281384,-0.192973243,53.6,15.7,-26.8,7.1,4,0,0.288,0.488,0.089,0.083,0.009,0.131,0.756,0.018,0.043,0.009,33,5,-9,-3,4,13,0,0,-1,0,0,-3,0,1,0.66,0.2,0.1,0.05,0.25,0.04,0.02,0,0,0,0.28,0.18,0.49,0.61,0.29,0.13,0.01,0.12,0.04,0.02,0.01,0,0,0.31,0.18,0.48
